,brand_name_0,brand_name_1,brand_name_2,brand_name_3,brand_name_4,brand_name_5,brand_name_6,brand_name_7,brand_name_8,adaptive_sync_technology_0,adaptive_sync_technology_1,adaptive_sync_technology_2,adaptive_sync_technology_3,display_type_0,display_type_1,display_type_2,display_type_3,display_type_4,ram_type_0,ram_type_1,ram_type_2,ram_type_3,ram_type_4,graphics_ram_type_0,graphics_ram_type_1,graphics_ram_type_2,cpu_manufacturer_0,cpu_manufacturer_1,gpu_manufacturer_0,gpu_manufacturer_1,gpu_manufacturer_2,os_0,os_1,os_2,os_3,os_4,os_5,screen_resolution_name_0,screen_resolution_name_1,screen_resolution_name_2,screen_resolution_name_3,screen_resolution_name_4,screen_resolution_name_5,screen_resolution_name_6,cpu_family_0,cpu_family_1,cpu_family_2,cpu_family_3,cpu_family_4,cpu_family_5,cpu_family_6,cpu_family_7,cpu_family_8,cpu_family_9,cpu_family_10,cpu_family_11,cpu_family_12,cpu_family_13,cpu_architecture_0,cpu_architecture_1,cpu_architecture_2,cpu_architecture_3,cpu_architecture_4,cpu_architecture_5,cpu_architecture_6,cpu_architecture_7,cpu_architecture_8,cpu_architecture_9,cpu_architecture_10,cpu_architecture_11,cpu_architecture_12,max_cpu_frequency,web_camera,weight,ethernet_adapter,microphone,warranty_duration,depth,screen_diagonal,battery_capacity,gaming_laptop,kensington_lock,cpu_cores_num,l2_cache,l3_cache,screen_refresh_rate,threads_num,max_possible_ram,hdd_capacity,ssd_capacity,graphics_ram,optical_disc_drive,ppi,usb_power_delivery,keyboard_backlight,usb_2_0_ports,usb_3_x_ports,usb_type_c_ports,estimated_battery_life,ram,M_2_connector,touch_screen,fingerprint_scanner,cpu_lithography,height,numeric_keypad,cpu_frequency,ram_frequency,width,release_year,memory_slots_num,multiple_35jacks,cellular_communication,dedicated_graphics,dedicated_graphics_only,usb2ethernet_adapter,display_port,hdmi,thunderbolt_2,thunderbolt_3,thunderbolt_4,vga,micro_hdmi,mini_display_port,additional_accessories,2_in_1,emcc,metal,plastic,carbon,bluetooth,bluetooth_4_0,bluetooth_4_1,bluetooth_4_2,bluetooth_5_0,bluetooth_5_1,miracast,nfc,mmc,ms,micro_media,sd,sdhc,sdxc,micro_sd,micro_sdhc,micro_sdxc,glossy_display,screen_width_pixels,screen_height_pixels,hdd_increased_speed,best_wi_fi_standard,li_ion_battery_type,ultrabook,touch_numeric_keypad,cpu_scores,dedicated_gpu_scores,integrated_gpu_scores,NTSC,sRGB,battery_capacity_is_missing,usb_power_delivery_is_missing,estimated_battery_life_is_missing,ram_frequency_is_missing,memory_slots_num_is_missing,NTSC_is_missing,sRGB_is_missing,price
215,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,True,1.15,False,True,24.0,199.0,14.0,2630.0,False,False,6,3.0,8.0,60.0,6.0,8,0.0,512.0,2.0,False,157.0,0.0,1.0,1.0,1.0,1.0,12.0,8,1.0,False,1.0,7.0,15.9,False,2.3,2400.0,319.0,2020.0,0.0,False,False,True,False,False,False,True,0,0,0,False,0,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,0.0,1920,1080,False,6,True,False,False,11260,2991.0,1255.0,45.0,100.0,False,True,False,False,False,True,True,59399.0
180,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.7,True,1.53,False,True,12.0,229.9,15.6,3783.783783783784,False,False,4,2.0,4.0,60.0,8.0,8,0.0,512.0,0.0,False,141.0,1.0,0.0,1.0,1.0,1.0,6.0,8,1.0,False,1.0,12.0,16.9,False,2.1,2400.0,357.8,2020.0,0.0,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1920,1080,False,5,False,True,False,7176,0.0,1578.0,45.0,100.0,False,False,False,False,False,True,True,52999.0
483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,True,1.54,False,True,12.0,208.0,14.0,4545.521889782763,False,False,4,2.0,6.0,60.0,8.0,16,0.0,1024.0,0.0,False,141.0,1.0,1.0,0.0,2.0,1.0,14.0,16,1.0,False,0.0,10.0,14.9,False,1.1,3200.0,320.6,2020.0,0.0,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,0.0,1920,1080,False,6,False,False,False,8380,0.0,1878.0,45.0,100.0,True,False,False,False,False,True,False,92999.0
140,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.5,True,2.3,False,True,12.0,256.0,17.3,4545.521889782763,False,True,2,1.0,4.0,60.0,4.0,12,0.0,256.0,0.0,False,127.0,0.0,0.0,2.0,1.0,1.0,9.020338983050847,8,1.0,False,0.0,14.0,21.4,True,2.6,2400.0,406.0,2020.0,1.0,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,0.0,1920,1080,False,5,True,False,False,4237,0.0,897.0,45.0,100.0,True,False,True,False,False,True,True,47999.0
170,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,True,2.7,True,True,12.0,289.5,17.3,3320.0,False,True,2,1.0,4.0,60.0,4.0,16,0.0,256.0,2.0,False,127.0,0.0,0.0,2.0,1.0,0.0,5.0,8,1.0,False,0.0,14.0,24.65,True,2.1,2400.0,419.5,2020.0,2.0,False,False,True,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,1920,1080,False,5,True,False,False,4092,1944.0,920.0,45.0,100.0,False,False,False,False,False,True,True,51999.0
171,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.7,True,1.2,False,True,12.0,218.9,14.0,4343.0,False,True,4,2.0,4.0,60.0,4.0,8,0.0,256.0,0.0,False,157.0,0.0,1.0,1.0,1.0,1.0,11.0,8,1.0,False,1.0,7.0,17.95,False,2.7,3200.0,323.4,2020.0,2.0,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1920,1080,False,6,True,False,False,7740,0.0,2790.0,45.0,100.0,False,True,False,False,True,True,True,52999.0
172,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,True,1.2,False,True,12.0,218.9,14.0,4343.0,False,True,6,3.0,8.0,60.0,6.0,8,0.0,512.0,0.0,False,157.0,0.0,1.0,1.0,1.0,1.0,11.0,8,1.0,False,1.0,7.0,17.95,False,2.3,3200.0,323.4,2020.0,2.0,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1920,1080,False,6,True,False,False,11260,0.0,1255.0,45.0,100.0,False,True,False,False,True,True,True,52999.0
649,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,True,2.57,True,True,24.0,275.0,15.6,4545.521889782763,True,True,8,2.0,16.0,240.0,16.0,32,0.0,1024.0,8.0,False,141.0,0.0,1.0,0.0,3.0,1.0,9.020338983050847,16,1.0,False,0.0,14.0,24.9,False,2.3,3200.0,360.0,2020.0,2.0,False,False,True,False,False,False,True,0,0,0,False,0,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1920,1080,False,5,True,False,False,15972,14829.0,1163.0,45.0,100.0,True,False,True,False,True,True,False,157499.0
485,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,True,2.75,True,True,12.0,282.0,17.3,4323.0,True,False,6,1.5,12.0,60.0,12.0,32,1000.0,256.0,4.0,False,127.0,1.0,1.0,0.0,3.0,1.0,7.0,16,1.0,False,0.0,14.0,25.0,True,2.6,2933.0,405.0,2020.0,2.0,False,False,True,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,True,True,False,False,False,0.0,1920,1080,True,6,True,False,False,12627,7720.0,1163.0,45.0,100.0,False,False,False,False,False,True,False,92999.0
486,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,True,2.75,True,True,12.0,282.0,17.3,4729.72972972973,True,False,4,1.0,8.0,60.0,8.0,32,0.0,512.0,4.0,False,127.0,1.0,1.0,0.0,3.0,1.0,6.0,16,1.0,False,0.0,14.0,25.0,True,2.5,2933.0,405.0,2020.0,2.0,False,False,True,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,True,True,False,False,False,0.0,1920,1080,False,6,True,False,False,8846,7720.0,1163.0,45.0,100.0,False,False,False,False,False,True,False,92999.0
648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,True,2.2,True,True,24.0,265.0,15.6,4545.521889782763,True,True,6,1.5,12.0,144.0,12.0,32,1000.0,512.0,8.0,False,141.0,0.0,1.0,0.0,3.0,1.0,9.020338983050847,32,1.0,False,0.0,14.0,24.0,False,2.6,2666.0,361.0,2019.0,2.0,False,False,True,False,False,True,True,0,0,0,False,0,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1920,1080,True,5,True,False,False,11346,13971.0,1163.0,45.0,100.0,True,True,True,False,False,True,True,156399.0
300,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,True,2.15,True,True,12.0,254.5,15.6,4545.521889782763,False,True,4,1.0,8.0,60.0,8.0,32,0.0,512.0,4.0,False,141.0,0.0,1.0,1.0,2.0,1.0,8.0,8,1.0,False,1.0,14.0,23.25,True,2.5,2933.0,363.4,2020.0,2.0,False,False,True,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1920,1080,False,6,True,False,False,8846,7720.0,1163.0,45.0,100.0,True,False,False,False,False,True,True,69999.0
519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,True,1.54,False,True,12.0,208.0,14.0,5468.468468468469,False,False,4,2.0,8.0,60.0,8.0,16,0.0,1024.0,0.0,False,141.0,1.0,1.0,0.0,2.0,1.0,14.0,16,1.0,False,0.0,10.0,14.9,False,1.3,3200.0,321.0,2020.0,0.0,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,0.0,1920,1080,False,6,False,False,False,8977,0.0,1878.0,45.0,100.0,False,False,False,False,False,True,False,99599.0
272,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,True,1.49,True,True,12.0,231.0,13.3,4054.054054054054,False,True,4,1.0,8.0,60.0,8.0,16,0.0,512.0,0.0,False,165.6,0.0,0.0,0.0,2.0,1.0,9.020338983050847,8,1.0,False,1.0,14.0,18.0,False,1.8,2400.0,308.5,2020.0,2.0,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,0.0,1920,1080,False,6,True,False,False,6986,0.0,920.0,45.0,100.0,False,True,True,False,False,False,True,66799.0
273,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,True,1.3,False,True,12.0,211.0,13.3,4545.521889782763,False,True,4,2.0,8.0,60.0,8.0,8,0.0,512.0,0.0,False,165.6,0.0,1.0,0.0,2.0,1.0,10.0,8,1.0,False,0.0,10.0,15.4,False,1.3,2400.0,311.0,2020.0,0.0,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,True,True,False,True,False,False,False,True,False,True,False,False,False,False,True,True,True,False,False,False,1.0,1920,1080,False,5,True,True,False,8977,0.0,1878.0,72.0,100.0,True,False,False,False,False,False,True,66999.0
518,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,True,2.34,True,True,12.0,254.0,15.6,4255.0,True,True,6,1.5,12.0,60.0,12.0,32,0.0,512.0,6.0,False,141.0,0.0,1.0,2.0,1.0,1.0,4.0,8,1.0,False,0.0,14.0,22.0,True,2.6,2666.0,366.0,2019.0,2.0,False,False,True,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,0.0,1920,1080,False,5,True,False,False,11346,8562.0,1163.0,45.0,58.0,False,True,False,False,False,True,False,99499.0
313,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,True,2.5,True,True,12.0,255.0,15.6,3720.0,True,True,6,1.5,9.0,60.0,12.0,32,0.0,512.0,6.0,False,141.0,0.0,1.0,1.0,2.0,1.0,8.0,8,1.0,False,0.0,14.0,25.9,True,2.6,2666.0,363.4,2019.0,2.0,False,False,True,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1920,1080,False,6,True,False,False,11346,12071.0,1163.0,45.0,59.0,False,False,False,False,False,True,False,72699.0
314,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,True,1.2,False,True,12.0,233.9,13.5,3545.0,False,True,4,2.0,6.0,60.0,8.0,8,0.0,512.0,2.0,False,201.0,0.0,1.0,1.0,1.0,1.0,10.5,8,1.0,False,1.0,10.0,15.95,False,1.0,2666.0,302.5,2020.0,2.0,False,False,True,False,False,False,True,0,0,0,False,0,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0,2256,1504,False,6,False,True,False,8003,2991.0,1920.0,45.0,100.0,False,True,False,False,True,True,True,72999.0
411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,True,2.8,True,True,24.0,290.0,17.3,4955.0,True,True,4,1.0,8.0,60.0,8.0,32,0.0,512.0,6.0,False,127.0,0.0,1.0,0.0,3.0,1.0,3.5,8,1.0,False,0.0,14.0,26.3,True,2.4,2666.0,399.8,2020.0,2.0,False,False,True,True,False,False,True,0,0,0,False,0,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1920,1080,False,5,True,False,False,7920,13983.0,1163.0,45.0,98.0,False,False,False,False,False,True,False,82799.0
167,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,True,1.9,True,True,12.0,250.5,15.6,4324.324324324324,False,True,4,1.0,6.0,60.0,8.0,20,0.0,256.0,0.0,False,141.0,0.0,1.0,1.0,2.0,1.0,8.0,16,1.0,False,0.0,10.0,17.95,True,1.0,2666.0,363.4,2020.0,1.0,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1920,1080,False,6,True,False,False,8003,0.0,1920.0,45.0,100.0,False,False,False,False,False,False,True,51999.0
168,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,True,1.9,True,True,12.0,250.5,15.6,3220.0,False,True,4,2.0,6.0,60.0,8.0,20,0.0,1024.0,0.0,False,141.0,0.0,1.0,1.0,2.0,1.0,8.0,8,1.0,False,0.0,10.0,17.95,True,1.0,2666.0,363.4,2020.0,1.0,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1920,1080,False,6,True,False,False,8003,0.0,1920.0,45.0,100.0,False,True,False,False,False,False,True,51999.0
505,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,True,1.0,False,True,12.0,203.0,14.0,5945.945945945946,False,True,4,1.0,8.0,60.0,8.0,8,0.0,512.0,0.0,False,157.0,1.0,1.0,0.0,0.0,2.0,24.0,8,1.0,False,1.0,14.0,14.9,False,1.8,2133.0,320.0,2020.0,0.0,True,False,False,False,True,False,True,0,0,0,False,1,False,True,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1920,1080,False,6,False,False,False,6986,0.0,920.0,72.0,100.0,False,False,False,False,False,False,False,95999.0
